game_id,platform_id
791,17
791,19
791,27
792,2
792,15
792,18
793,1
793,14
793,15
793,27
793,28
793,29
793,31
793,32
794,1
794,8
794,14
794,15
794,27
794,28
794,32
795,14
795,15
795,21
795,22
795,27
795,28
795,29
796,15
796,21
796,29
797,15
798,8
798,15
798,32
799,1
799,8
799,14
799,15
799,16
799,21
799,29
799,31
799,32
800,15
800,29
801,1
801,15
801,16
801,20
801,21
801,26
801,29
802,8
802,10
802,14
802,15
802,16
802,21
802,26
802,29
802,32
803,8
803,10
803,14
803,15
803,16
803,21
803,29
803,32
804,8
804,10
804,14
804,15
804,16
804,21
804,26
804,31
804,32
805,15
805,21
805,29
806,15
806,21
806,29
807,8
807,15
807,32
808,1
808,15
808,31
808,32
809,15
809,21
809,29
810,14
810,15
810,21
810,22
810,29
810,30
810,32
811,15
811,21
812,14
812,15
812,21
812,29
812,31
813,15
813,20
813,21
813,28
813,29
814,15
814,21
814,29
815,15
815,21
815,29
816,14
816,15
816,21
816,22
816,29
816,30
816,32
817,8
817,15
817,31
817,32
818,15
818,29
819,1
819,8
819,15
819,31
819,32
820,1
820,8
820,14
820,15
820,16
820,21
820,24
820,26
820,28
820,32
821,1
821,8
821,14
821,15
821,31
821,32
822,8
822,15
822,21
822,29
822,32
823,8
823,14
823,15
823,21
823,29
823,32
824,1
824,8
824,14
824,15
824,21
824,31
824,32
825,8
825,15
825,21
825,29
825,32
826,1
826,12
826,14
826,15
826,20
826,28
826,31
826,32
827,1
827,14
827,15
827,19
827,20
827,27
827,28
827,31
827,32
828,15
829,8
829,15
829,32
830,15
830,21
830,29
831,15
831,21
831,29
832,8
832,15
832,32
833,8
833,15
833,21
833,29
833,32
834,1
834,14
834,15
834,20
834,21
834,28
834,29
834,31
834,32
835,15
835,20
835,21
836,8
836,15
836,32
837,8
837,15
837,32
838,1
838,8
838,14
838,15
838,21
838,22
838,29
838,30
838,31
839,8
839,15
839,32
840,15
840,29
841,1
841,8
841,10
841,14
841,15
841,16
841,20
841,21
841,26
841,28
841,29
841,31
841,32
842,15
842,21
842,22
842,29
842,30
843,15
843,21
843,29
844,1
844,8
844,14
844,15
844,21
844,29
844,31
844,32
845,1
845,14
845,15
845,21
845,29
845,31
845,32
846,15
846,32
847,8
847,10
847,14
847,15
847,16
847,21
847,26
847,29
847,31
847,32
848,8
848,14
848,15
848,16
848,20
848,21
848,26
848,28
848,29
848,32
849,15
849,20
849,28
849,32
850,15
850,21
850,29
851,15
851,21
851,28
851,29
852,14
852,15
852,21
852,29
853,15
853,20
853,28
853,29
853,32
854,15
855,15
855,27
855,28
856,15
856,20
856,28
856,29
857,15
857,20
857,28
858,15
858,21
858,29
858,32
859,14
859,15
859,20
859,21
859,22
859,28
859,29
859,30
860,15
860,21
860,29
861,15
862,1
862,8
862,14
862,15
862,21
862,28
862,29
862,31
862,32
863,8
863,14
863,15
863,21
863,29
863,32
864,15
864,20
864,21
864,28
864,29
865,15
865,21
865,29
866,15
866,32
867,14
867,15
867,21
867,29
867,32
868,15
868,21
869,15
869,29
869,32
870,14
870,15
870,21
870,29
871,15
872,8
872,14
872,15
872,21
872,29
872,32
873,14
873,15
873,21
873,29
874,15
875,15
875,28
875,32
876,15
877,15
878,10
878,12
878,15
878,20
878,28
878,31
879,15
879,21
879,29
879,30
879,32
880,8
880,15
880,32
881,15
881,21
881,29
882,8
882,15
882,16
882,20
882,21
882,26
882,29
882,32
883,1
883,8
883,14
883,15
883,21
883,29
883,31
883,32
884,1
884,8
884,14
884,15
884,31
884,32
885,14
885,15
885,21
885,29
886,15
886,32
887,14
887,15
887,21
887,29
888,1
888,14
888,15
888,16
888,20
888,21
888,28
888,29
888,31
888,32
889,1
889,14
889,15
889,16
889,20
889,21
889,28
889,29
889,31
889,32
890,15
890,28
890,32
891,14
891,15
891,21
891,22
891,29
891,30
891,32
892,15
892,32
893,1
893,15
893,21
893,29
893,31
893,32
894,1
894,15
894,16
894,21
894,28
894,29
894,31
894,32
895,15
895,20
895,21
895,28
895,29
895,32
896,15
896,27
897,15
898,15
899,1
899,8
899,14
899,15
899,16
899,31
899,32
900,1
900,8
900,14
900,15
900,21
900,29
900,31
900,32
901,1
901,8
901,14
901,15
901,16
901,20
901,21
901,26
901,29
901,31
901,32
902,1
902,14
902,15
902,21
902,29
902,31
903,15
904,15
904,16
904,21
904,32
905,15
905,21
905,29
906,1
906,8
906,14
906,15
906,31
906,32
907,15
907,21
907,29
908,15
908,21
908,22
908,29
908,30
909,1
909,15
909,20
909,28
909,29
909,32
910,15
910,20
910,26
910,28
910,29
911,15
911,21
911,29
912,15
912,21
912,24
912,29
913,15
913,20
913,28
913,32
914,1
914,2
914,15
914,18
914,31
914,32
915,2
915,4
915,15
915,18
916,15
916,17
916,19
916,25
916,28
916,31
916,32
917,14
917,15
917,21
917,22
917,29
917,30
918,7
918,15
918,17
918,19
918,20
918,27
918,28
919,15
919,19
919,32
920,12
920,15
920,20
920,25
920,28
920,32
921,8
921,15
921,28
921,29
921,32
922,8
922,14
922,15
922,21
922,29
922,32
923,8
923,15
923,32
924,15
925,15
926,15
926,21
926,29
927,8
927,14
927,15
927,21
927,31
927,32
928,15
928,21
928,28
928,29
929,1
929,8
929,14
929,15
929,21
929,29
929,31
929,32
930,8
930,14
930,15
930,21
930,32
931,8
931,14
931,15
931,21
931,32
932,8
932,14
932,15
932,21
932,32
933,15
933,28
934,15
934,28
934,29
934,32
935,8
935,15
935,21
935,28
935,32
936,15
936,21
936,29
936,32
937,14
937,15
937,21
937,22
937,29
937,30
937,32
938,14
938,15
938,21
938,29
938,31
938,32
939,8
939,15
939,32
940,15
940,28
940,32
941,8
941,15
941,32
942,2
942,14
942,15
942,21
942,28
942,29
942,31
942,32
943,15
944,15
944,22
945,8
945,14
945,15
945,16
945,21
945,29
945,30
945,32
946,14
946,15
946,21
946,28
946,29
947,14
947,15
947,21
947,29
948,15
949,15
949,20
949,28
950,14
950,15
950,21
950,29
950,32
951,8
951,14
951,15
951,21
951,29
951,32
952,15
953,1
953,8
953,10
953,14
953,15
953,16
953,21
953,31
953,32
954,8
954,15
955,1
955,14
955,15
955,20
955,21
955,28
955,29
955,31
956,14
956,15
956,20
957,1
957,14
957,15
957,24
957,29
957,31
958,15
959,14
959,15
959,21
959,29
960,15
960,20
960,28
960,29
961,15
961,20
961,28
962,15
962,32
963,8
963,15
963,21
963,29
963,32
964,15
965,14
965,15
965,21
965,22
965,29
965,30
965,31
966,15
967,15
968,15
969,8
969,15
969,32
970,8
970,15
970,32
971,8
971,15
971,32
972,15
972,20
972,28
973,15
973,21
973,29
974,15
974,21
974,29
975,8
975,14
975,15
975,21
975,29
975,32
976,8
976,15
976,21
976,29
976,32
977,15
977,20
977,21
977,26
977,28
977,29
978,15
978,21
978,29
979,15
979,21
979,22
979,29
979,30
980,8
980,15
980,21
980,29
980,32
981,14
981,15
981,21
981,29
981,31
982,8
982,14
982,15
982,21
982,29
982,32
983,14
983,15
983,21
983,29
984,15
984,20
984,21
984,28
984,29
985,15
985,21
985,29
986,1
986,8
986,14
986,15
986,25
986,31
986,32
987,15
987,21
987,28
987,29
988,4
988,6
988,11
988,15
988,18
989,15
989,20
989,28
990,8
990,14
990,15
990,21
990,29
990,32
991,1
991,14
991,15
991,21
991,22
991,29
991,30
991,31
992,3
992,15
992,18
993,8
993,14
993,15
993,21
993,32
994,1
994,15
994,20
994,28
994,31
994,32
995,15
995,20
995,21
995,29
996,14
996,15
996,20
996,21
996,29
997,15
997,21
997,29
998,15
998,21
998,22
998,29
998,30
999,8
999,14
999,15
999,21
999,29
999,32
