game_id,platform_id
376,8
376,14
376,15
376,21
376,29
376,31
376,32
377,15
377,21
377,29
378,15
378,29
378,30
379,1
379,8
379,14
379,15
379,16
379,21
379,29
379,31
379,32
380,1
380,14
380,15
380,21
380,22
380,29
380,30
380,31
380,32
381,8
381,15
381,21
382,8
382,15
382,32
383,14
383,15
383,21
383,26
383,28
383,29
384,8
384,15
384,32
385,8
385,15
385,32
386,8
386,15
386,32
387,1
387,15
387,21
387,29
387,31
388,15
389,15
389,20
389,28
390,15
390,20
390,21
391,8
391,15
391,32
392,14
392,15
392,21
392,22
392,29
392,30
393,4
393,8
393,15
393,19
393,32
394,1
394,8
394,15
394,27
394,28
394,32
395,8
395,15
395,32
396,1
396,8
396,15
396,28
396,32
397,1
397,8
397,15
397,28
397,32
398,8
398,15
398,32
399,8
399,15
399,32
400,15
401,4
401,8
401,15
401,32
402,8
402,15
402,32
403,8
403,15
403,32
404,15
404,28
404,29
405,15
405,29
405,30
406,15
406,28
406,29
407,15
407,29
408,8
408,15
408,21
408,29
408,32
409,15
410,15
410,21
410,29
411,14
411,15
411,21
412,8
412,15
412,32
413,15
413,20
413,21
414,14
414,15
414,21
414,29
415,15
416,8
416,15
416,32
417,1
417,15
417,31
417,32
418,8
418,15
418,32
419,15
420,8
420,15
420,21
420,29
420,32
421,15
421,21
421,29
422,7
422,15
422,19
422,20
422,27
422,28
423,14
423,15
423,21
423,22
423,29
423,30
424,14
424,15
424,20
424,21
424,28
424,29
424,32
425,15
425,19
425,20
425,21
425,27
425,28
426,15
427,15
427,19
427,20
427,27
427,28
427,32
428,14
428,15
428,21
428,22
428,29
428,30
429,8
429,14
429,15
429,21
429,29
429,32
430,15
430,20
430,28
431,8
431,14
431,15
431,21
431,29
431,32
432,15
432,21
432,22
433,15
433,21
434,8
434,14
434,15
434,16
434,21
434,29
435,1
435,8
435,14
435,15
435,16
435,20
435,21
435,31
435,32
436,14
436,15
436,21
436,29
436,31
436,32
437,15
437,20
437,21
437,26
437,28
437,29
438,8
438,14
438,15
438,16
438,21
438,29
438,31
438,32
439,1
439,8
439,14
439,15
439,21
439,29
439,31
439,32
440,15
440,21
440,29
441,8
441,14
441,15
441,21
441,29
441,31
441,32
442,14
442,15
442,21
442,29
442,31
442,32
443,1
443,15
443,21
443,29
443,31
444,15
444,16
444,20
444,21
444,28
445,8
445,14
445,15
445,21
445,22
445,32
446,8
446,15
446,32
447,1
447,14
447,15
447,32
448,8
448,14
448,15
448,21
448,31
448,32
449,14
449,15
449,21
449,22
449,29
449,30
450,8
450,15
450,32
451,1
451,4
451,5
451,15
451,16
451,20
451,28
451,31
452,8
452,14
452,15
452,21
452,29
452,32
453,15
453,20
453,21
453,31
454,14
454,15
454,21
454,29
455,15
455,19
455,27
455,28
456,15
456,20
456,28
456,29
457,15
457,21
457,29
458,15
458,21
458,29
459,7
459,15
459,19
459,27
460,15
460,20
460,28
461,15
461,20
461,28
462,14
462,15
462,29
462,32
463,1
463,14
463,15
463,21
463,29
463,32
464,15
464,21
464,22
464,30
465,8
465,14
465,15
465,21
465,31
465,32
466,8
466,15
466,21
466,29
466,32
467,14
467,15
467,21
467,29
468,15
469,8
469,15
469,32
470,15
470,21
470,29
471,15
471,32
472,15
472,21
472,29
473,15
473,21
473,29
474,8
474,15
474,32
475,1
475,8
475,14
475,15
475,21
475,29
475,31
475,32
